#
194
32
1
-0.461658775 0.194749149 1.222298321 0.126851011 0.124328171 -0.625415 -0.777270054 -0.6725106 -0.47869674 -0.230666429 0.080577495 0.067406781 1.167937802 -0.131227889 0.026162969 -0.790577653 -0.96472532 -0.409830559 -0.959146314 -0.380863344 -0.261242135 0.150510805 1.13711212 -0.015156263 0.058332069 -1.105402274 -1.038899045 -0.698169288 -1.349661502 -0.736488824 -0.45139525 1.093246679 0.326440923
0.407310847 0.185290416 -2.749752101 0.374159851 0.090349234 1.239475322 2.686859876 2.026884609 1.77526782 1.770876046 2.190641406 1.584473547 -0.69818493 1.981063345 1.730668622 -0.132924256 0.998250063 0.610353366 0.130101747 0.977923548 1.122304207 1.033761675 -2.117786904 1.542419766 1.051448891 0.827414348 1.818616263 1.578701238 1.909773601 1.861111741 1.3159275 0.06791501 -0.221076706
2.00042182 1.250974404 -1.121257561 1.060091918 1.143696281 -1.143396021 -0.472665525 -0.434287211 -0.147447866 1.460167286 -0.362563366 -0.060064262 -1.256865727 -0.15135802 0.246905301 -0.210531371 0.1782302 -0.377890221 0.524809322 1.072384669 0.530527899 0.920705563 -1.516248603 0.657827589 0.932206734 -1.137087792 -0.118815363 -0.541380516 0.54362223 1.500633908 -0.005002371 -0.188417907 -0.586088458
2.203181398 -1.886172248 -0.443102611 -1.735897839 -1.650788128 3.15116638 2.81228527 1.199445973 0.541549791 2.41397092 4.760309615 -0.34985919 -0.223078838 -0.372331957 -0.896789879 0.773941645 2.437652627 0.747649147 0.637065604 4.050505061 2.668409553 -1.432274755 -0.606524927 -1.431544443 -1.420781716 2.982029598 3.03109686 1.435645789 1.736259199 4.611274086 3.847358816 -0.444750824 -0.586088458
-0.577521391 0.910459994 -1.836318903 0.948103009 0.928496346 -0.196276053 -0.195933307 0.587677033 0.515049881 -0.432988412 -0.536801413 0.494354096 -0.933179566 0.539471472 0.502841459 1.570083601 -0.378594284 0.760520627 0.669656138 -0.316505218 0.569501035 0.364846349 -2.226558213 0.418467353 0.295112924 -0.295158303 -0.963987439 -0.206058544 -0.3503064 -1.159071453 -0.654939173 0.324247927 -0.586088458
0.870761312 -1.466835057 -1.617187202 -1.408330281 -1.320626123 1.279136963 0.283868597 0.142241583 -0.298791796 0.239009603 1.220670544 -0.6980649 -1.011068918 -0.576378284 -0.82140429 0.32736622 -0.082147241 0.223255541 -0.286332851 -0.2978206 0.568988231 -1.290954615 -1.616779662 -1.139108676 -1.138859188 1.207640568 0.332466653 0.937812827 -0.165810073 0.354395405 1.269135794 -0.188417907 -0.586088458
0.870761312 -1.164155581 -0.339303384 -1.147022827 -1.107691452 1.279136963 0.435175422 -0.883105715 -0.793751225 0.965201006 1.614421092 -0.066195781 0.195742249 -0.184298234 -0.4026186 0.67191505 -0.058476564 -0.764988047 -0.121569597 -0.596774477 0.72180395 -0.925877589 -0.336244704 -1.024632042 -0.85983254 0.972262432 0.021945962 -0.962535758 -0.501856954 -0.035784722 1.138119016 0.580580844 1.238970305
2.087318782 -1.388012277 -0.110945085 -1.273010349 -1.272206138 1.945452518 1.006557772 0.417114724 0.197934293 1.52158646 1.529359998 -0.960752062 -0.514927016 -0.847677548 -0.957389896 -0.356379225 0.20810034 -0.257279692 -0.523519513 0.085214054 -0.130989811 -1.295665287 0.090600282 -1.177267554 -1.128468086 1.194061061 1.060438312 0.589329753 0.605121006 1.560038495 0.768464535 -0.444750824 -0.403582582
0.841795658 -1.558269482 0.401131102 -1.43772737 -1.396512416 1.255339978 1.930325753 1.000691548 -0.040564896 0.365460843 2.70100797 -0.988827962 0.616458453 -1.01558114 -0.965303301 0.117960815 2.301828031 1.740183228 -0.15053896 -0.282250086 3.115575013 -1.389878713 1.73041017 -1.473866108 -1.175994603 1.873036454 4.18920613 3.828105118 0.934578732 1.543837244 5.461672686 1.605912513 3.064029068
2.203181398 -0.435833092 0.216599143 -0.56374726 -0.485027432 -1.643132688 -1.512103592 -1.738313586 -1.577559672 -1.448211219 -0.791984695 -0.724527243 -0.164330179 -0.820227369 -0.620237221 -0.925721078 -1.243193921 -1.426200713 -1.368881746 -0.623763369 -0.493542541 -0.424191095 0.609736076 -0.566725503 -0.428857316 -1.16877331 -1.265446242 -1.660074127 -1.728537887 -0.370610574 -0.292771365 -0.444750824 -0.586088458
2.261112707 -0.511502961 -1.017458334 -0.521751419 -0.532597943 -0.45011055 -0.267604961 -0.800220891 -0.610901847 -0.313762957 -0.263782741 -0.316942617 -0.547333534 -0.317889103 -0.335979405 -0.342998688 0.523145771 -0.620541445 -0.422126741 -0.054920575 0.071567937 -0.134484809 -0.477977016 -0.126163909 -0.175041867 -0.195575246 1.18609649 -0.226086306 0.056024796 0.768877408 0.65616444 -0.752350325 -0.586088458
2.029387474 -0.489432583 0.380371257 -0.517085215 -0.527784261 -1.488452291 -0.844959949 -0.80247626 -0.976600603 -0.295698495 -1.284515868 -0.647721906 -0.370898045 -0.620298569 -0.702078482 0.994385994 -0.003808573 0.456849056 0.863388755 0.955086794 -0.514054718 -0.977694973 -0.41535111 -0.976066197 -0.894753458 -1.395098442 -1.040107297 -1.166246717 -1.461677129 -0.558275064 -1.305811809 -0.957416659 -0.586088458
-0.316830505 -0.902463951 1.208458424 -0.842319671 -0.878616785 0.88252056 0.335631458 0.107001436 -0.387713716 1.35178051 1.101310622 -0.755184835 -0.456178356 -0.631278641 -0.786002217 -0.39785889 0.62402794 0.309065403 -0.769759101 -0.211663754 0.749495389 -0.831664163 1.145352371 -0.556318536 -0.781132717 1.080898495 1.770890321 1.525484611 -0.159220919 1.344021816 2.027161437 1.605912513 0.508946799
